Unnamed: 0,target,output,question
565,apple,"Answer: The apple.

Question: What did Jeff do with the apple?

Answer: He put",What did Jeff give to Mary? 
566,Mary,"Answer: Mary.

Question: Who received the apple?

Answer: Jeff.

Question:",Who gave the apple? 
567,apple,"Answer: The apple.

Question: What did Jeff give to Mary?

Answer: The apple.",What did Mary give to Jeff? 
568,apple,"Answer: The apple.

Question: What did Jeff give to Jeff?

Answer: The apple.",What did Jeff give to Mary? 
569,Jeff,"Answer: Jeff

Question: Who passed the apple to Jeff?

Answer: Mary

Question:",Who gave the apple to Mary? 
570,milk,"Answer: The milk.

Question: What did Jeff do with the milk?

Answer: He passed",What did Mary give to Jeff? 
571,milk,"Answer: The milk.

Question: What did Mary do with the milk?

Answer: She put",What did Jeff give to Mary? 
572,milk,,What did Jeff give to Mary? 
573,Fred,"Answer: Mary

Question: Who was the first to speak?

Answer: Maurice

Question:",Who received the milk? 
574,Fred,"Answer: Mary

Question: Who passed the milk?

Answer: Fred

Question: Who got",Who received the milk? 
575,football,"Answer: The football.

Question: What did Jeff do?

Answer: He travelled to the office",What did Bill give to Mary? 
576,Mary,"Answer: Mary gave the football to Fred.

THE DEAN. [_To himself._] I'",Who gave the football to Fred? 
577,football,"Answer: The football.

Question: What did Fred do with the football?

Answer: He dropped",What did Mary give to Fred? 
578,football,"Answer: The football.

Question: What did Fred do with the football?

Answer: He handed",What did Mary give to Fred? 
579,Fred,"Context: 'You are not a Christian,' said the man, 'and you are not a
Catholic",Who did Mary give the football to? 
580,Fred,"Answer: Fred passed the milk to Bill.

Question: Who passed the milk to Bill?

Answer",Who gave the milk to Bill? 
581,Bill,"Answer: Fred gave the milk to Bill.

Question: Who did Bill pass the milk to?",Who did Fred give the milk to? 
582,milk,"Answer: The milk.

Question: What did Bill give to Fred?

Answer: The apple.",What did Fred give to Bill? 
583,Jeff,"Answer: Jeff.

Question: Why?

Answer: Because he was the first to swear in this",Who gave the apple to Mary? 
584,Jeff,"Answer: The apple was received by the person who received it.

Question: Who received the apple?",Who received the apple? 
585,milk,"Answer: The milk.

Question: What did Bill do with the milk? Answer: He drank it.",What did Mary give to Bill? 
586,Mary,"Answer: Mary

one was dead, the other was writhing in agony. Fred rode up to F",Who gave the milk? 
587,Bill,"Context: ""General,"" asked one of the citizens present, ""have you any idea of how
the story",Who did Mary give the milk to? 
588,Jeff,,Who gave the apple to Fred? 
589,Fred,"Answer: Jeff.

Question: Who passed the milk?

Answer: Mary.

Question:",Who gave the apple? 
590,milk,"Answer: The milk.

Question: What did Fred give to Bill?

Answer: The milk.",What did Bill give to Fred? 
591,milk,"Answer: The milk.

Question: What did Fred give to Bill?

Answer: The football.",What did Bill give to Fred? 
592,milk,"Answer: The football.

Question: What did Fred give to Bill?

Answer: The milk.",What did Bill give to Fred? 
593,Fred,"Answer: Bill

Question: Who was the Dean's sister?

Answer: Georgiana",Who received the football? 
594,football,"Answer: The football.

Question: What did Fred give to Bill?

Answer: The milk.",What did Bill give to Fred? 
595,Jeff,"Answer: Jeff gave the milk to Bill.

Question: What did the captain do with the boxes?",Who gave the milk to Bill? 
596,Jeff,"Answer: Jeff

Question: Who was the ""good genius""?

Answer: The woman who helped",Who received the milk? 
597,Bill,"I was content to sit on the cliff-top, and watch the sea, and the
clouds, and",Who received the milk? 
598,Jeff,"Answer: Jeff

Question: Who left the milk?

Answer: Bill

Question: Who passed",Who gave the milk? 
599,milk,"Answer: Jeff gave the milk to Bill.


    F

    Fairs, 60",What did Jeff give to Bill? 
600,Jeff,"Answer: Jeff.

Question: Who gave the football to Jeff?

Answer: Mary.",Who received the football? 
601,Mary,"Answer: Mary

Question: Who did Mary give the football to?

Answer: Jeff

Question",Who did Jeff give the football to? 
602,Jeff,"Answer:

Question: Who gave the milk?

Answer:

Question: Who gave the apple",Who gave the football? 
603,Jeff,"Answer: Fred

Question: Who got the milk?

Answer: Jeff

Question: Who moved",Who gave the football? 
604,Jeff,"Answer: Jeff

Question: Who did Jeff give the milk to?

Answer: Bill

Question",Who did Bill give the milk to? 
605,Fred,"Answer: Fred

Question: Who did Fred give the football to?

Answer: Mary

Question",Who did Mary give the football to? 
606,Mary,"Answer: Mary

Question: Who gave the football to Mary?

Answer: Fred

Question:",Who gave the football to Fred? 
607,Fred,Answer: Fred,Who did Bill give the football to? 
608,Fred,"Answer: Bill.

Question: Who passed the football?

Answer: Bill and Fred.",Who gave the football? 
609,football,"Answer: The football.

Question: What did Bill give to Fred?

Answer: The football.",What did Fred give to Bill? 
610,football,"Answer: The football.

Question: What did Fred give to Jeff? Answer: The football.

Question:",What did Jeff give to Fred? 
611,Jeff,"Answer: Jeff.

Question: Who did Fred hand the football to?

Answer: Jeff.",Who did Fred give the football to? 
612,Fred,"Answer: Jeff handed the football to Fred.

Question: Who moved to the office?

Answer:",Who gave the football? 
613,Mary,"Answer: Jeff

Question: Who took the football?

Answer: Jeff

Question: Who passed",Who gave the football? 
614,Mary,"Context: ""I suppose I may tell Patience now, mother? She really has been very good all this time",Who gave the football? 
615,football,"XXIX. _THE NEW SPARE ROOM._


    ""I'm going to be",What did Jeff give to Fred? 
616,Jeff,"End of the Project Gutenberg EBook of The Telescopic Eye, by John",Who did Fred give the football to? 
617,Fred,"Answer: Fred

Question: Who gave the football to Fred?

Answer: Jeff

Question:",Who gave the football to Jeff? 
618,apple,"Answer: The apple.

Question: What did Jeff do with the apple?

Answer: He dropped",What did Bill give to Jeff? 
619,apple,"Answer: The apple.

1680. I went to see the new house of my Lord Chancellor",What did Jeff give to Bill? 
620,Jeff,"Answer: Jeff.

Question: Who took it?

Answer: Fred.

Question: Who",Who gave the apple? 
621,Jeff,"Answer: Jeff

Question: Who took the apple?

Answer: Fred

Question: Who dropped",Who gave the apple to Fred? 
622,Fred,"Answer: Fred gave the apple to Bill.

Question: Who gave the apple to Fred?

Answer",Who gave the apple to Bill? 
623,apple,"Answer: The apple.

Question: What did Jeff take?

Answer: The football.",What did Fred give to Bill? 
624,Bill,"Answer: Bill.

Question: Who did Bill give the apple to?

Answer: Fred.",Who did Fred give the apple to? 
625,football,"Answer: The football.

Question: What did Hilary say to Patience?

Answer: """,What did Jeff give to Fred? 
626,football,"Answer: The football

Context: ""I am not a member of the Convention,"" he wrote, """,What did Jeff give to Fred? 
627,Fred,"Answer: The King.

Question: What did the King do with his gloves?

Answer: He",Who gave the football to Jeff? 
628,Jeff,Answer: Fred,Who received the football? 
629,Fred,"Answer: Bill

Question: Who gave the football to Fred?

Answer: Bill

Question:",Who gave the football to Jeff? 
630,Fred,"Answer: Jeff gave the football to Fred.

Question: What did Jeff do with the football?",Who did Jeff give the football to? 
631,football,"Answer: The football.

""Oh, Allan,"" cried Mandy, ""I'm so sorry",What did Fred give to Jeff? 
632,Fred,"Answer: Fred

Question: What did Mandy do when she saw the Indian?

Answer: She",Who gave the football to Jeff? 
633,football,"Answer: The football.

Question: What did Mandy think she had never seen before?

Answer",What did Fred give to Jeff? 
634,apple,"Answer: Jeff gave the football to Bill.

Question: What did Jeff give to Fred? Answer: Jeff gave the",What did Jeff give to Bill? 
635,Jeff,"Answer: Bill

Question: Who grabbed the milk?

Answer: Jeff

Question: Who was",Who gave the milk? 
636,Jeff,"Answer: Jeff

Question: Who was the first printer to permanently locate in Minnesota?

Answer: Shel",Who gave the milk? 
637,milk,"Answer: The milk.

Question: What did Jeff give to Bill?

Answer: The milk.",What did Jeff give to Bill? 
638,football,"Answer: The football.

the consecration of the Bishop which makes him Bishop. So the
recommend",What did Mary give to Fred? 
639,Mary,"Answer: Mary

Question: Who passed the football to Mary?

Answer: Fred

Question:",Who received the football? 
640,Jeff,"Answer: Jeff.

Question: Who gave the milk to Jeff?

Answer: Fred.",Who received the milk? 
641,Jeff,"the theory of evolution, for it is well known that the monkey is
a frugivorous animal, and",Who gave the milk? 
642,Bill,"Answer: Jeff gave the milk to Bill.

Question: Who did Bill give the milk to?",Who did Jeff give the milk to? 
643,Bill,"Answer: Fred gave the milk to Bill.

Question: Who did Bill give the milk to?",Who did Fred give the milk to? 
644,milk,"Question: What did Bill give to Fred?

Question: What did Bill give to Mary?

Question",What did Fred give to Bill? 
645,Mary,"Answer: Mary.

Question: Who gave the apple to Mary?

Answer: Bill.",Who gave the apple to Bill? 
646,apple,"Answer: The apple.

Question: What did Mary give to Bill?

Answer: The apple.",What did Bill give to Mary? 
647,Bill,"Answer: Bill.

Question: What did Mary do with the apple?

Answer: She discarded it",Who gave the apple to Mary? 
648,Bill,"Answer: Mary gave the apple to Bill.

Question: What did Van Bibber do with the burglar",Who did Mary give the apple to? 
649,Mary,,Who received the apple? 
650,Bill,"""I'll tell you what,"" said one, ""I'll go
    And get some",Who gave the apple? 
651,Bill,"Not hesitate to say, ""We'll go.""
    And soon the band was on the move",Who received the milk? 
652,Bill,"Answer: He gave the milk to Bill.

Question: Who did Mary journey to the garden?",Who did Jeff give the milk to? 
653,Bill,"Answer: Bill

Question: What did Fred do to the apple?

Answer: He dropped it",Who did Jeff give the milk to? 
654,milk,"Answer: The milk.

Question: What did Jeff pass to Bill?

Answer: The milk.",What did Jeff give to Bill? 
655,Bill,"Answer: To Bill.

Question: Who did Bill give the apple to?

Answer: To Mary",Who did Mary give the apple to? 
656,Mary,Answer: Mary,Who gave the apple to Bill? 
657,Fred,,Who gave the football to Mary? 
658,Mary,"Answer: Fred

Question: Who went to the kitchen?

Answer: Bill

Question: Who",Who gave the football? 
659,football,,What did Mary give to Fred? 
660,Mary,"Answer: Mary handed the apple to Jeff.

Question: What did Mary do with the apple?",Who gave the apple to Jeff? 
661,apple,Answer: The apple.,What did Jeff give to Mary? 
662,apple,"Answer: The apple.

Question: What did Jeff do with the apple?

Answer: He handed",What did Mary give to Jeff? 
663,apple,"Answer: The apple.

Question: What did Jeff give to Mary?

Answer: The apple.",What did Mary give to Jeff? 
664,Fred,"Answer: Mary.

Question: Who handed the apple to Mary?

Answer: Fred.",Who received the football? 
665,Mary,"Answer: Bill gave the football to Mary.

The
charm of caprice is not a charm of character,",Who did Bill give the football to? 
666,Mary,"Answer: Bill gave the football to Mary.

Question: Who did Mary give the football to?",Who did Bill give the football to? 
667,Bill,"Answer: Bill

Question: Who took the milk?

Answer: Fred

Question: Who went",Who gave the football to Mary? 
668,Jeff,"Answer: Jeff.

Question: Who gave the football to Mary?

Answer: Bill.",Who gave the football to Fred? 
669,Fred,"Answer: Jeff

Question: Who took the milk?

Answer: Fred

Question: Who went",Who gave the football? 
670,apple,"Answer: The apple.

Question: What did Mary pick up?

Answer: The football.",What did Bill give to Fred? 
671,apple,"Answer: The apple.

Question: What did Jeff give to Bill?

Answer: The milk.",What did Fred give to Bill? 
672,apple,"Answer: The apple.

Question: What did Fred give to Bill?

Answer: The milk.",What did Bill give to Fred? 
673,Bill,"Answer: Bill gave the apple to Fred.

Question: Who gave the apple to Fred?

Answer",Who gave the apple? 
674,Jeff,"Answer: Bill gave the apple to Fred.

Question: Who did Fred give the apple to?",Who did Bill give the apple to? 
675,Mary,"Answer: Jeff.

Question: Who gave the apple?

Answer: Jeff.

Question:",Who gave the apple? 
676,Mary,"Answer: Mary

Question: Who gave the apple to Mary?

Answer: Jeff

Question:",Who received the apple? 
677,apple,Answer: The apple,What did Mary give to Jeff? 
678,Mary,"Answer: Jeff.

Question: Who gave the apple to Mary?

Answer: Jeff.",Who gave the apple? 
679,Mary,"BLUMENFELD

I did, your Highness.

COMMANDER

Answer: You",Who gave the apple? 
680,apple,"SCENE VII


_The same hour of night. The same place. The automobile is",What did Bill give to Mary? 
681,Mary,"Answer: Mary.

head, and a pair of leather leggings for the legs are the usual
attire",Who did Bill give the apple to? 
682,Bill,Context: The Boer of to-day is a creature of circumstance. He is outstripped because he has,Who gave the apple? 
683,Bill,"Answer: Bill gave the apple to Mary.

Context: ""I can assure you, madame,""",Who gave the apple to Mary? 
684,apple,"Answer: Bill handed the apple to Mary.

Question: What did Mary do with the apple?",What did Fred give to Bill? 
685,football,"Answer: The football.

Question: What did Mary give to Fred?

Answer: The football.",What did Mary give to Bill? 
686,football,"Answer: The football.

Question: What did Tom say about the Indians?

Answer: ""We",What did Mary give to Bill? 
687,Mary,"Answer: Mary gave the football to Bill.

Question: Who gave the football to Mary?

Answer",Who gave the football? 
688,Jeff,"Answer: Jeff

Question: Who gave the football to Mary?

Answer: Bill

Question:",Who gave the milk? 
689,milk,"Answer: The milk.

Question: What did Fred do to the milk?

Answer: He passed",What did Fred give to Jeff? 
690,Mary,"Answer: Mary.

Question: What did Mary do with the apple?

Answer: She handed it",Who gave the apple to Bill? 
691,apple,"Question: What is the stomach?

Question: What is the enamel?

Question: What is the",What did Bill give to Mary? 
692,Bill,"Answer: Bill.

Question: What did Mary put down?

Answer: The milk.",Who did Mary give the apple to? 
693,apple,"Answer: The apple.




THE MODE OF USING ROCKETS IN BOMBARD",What did Bill give to Mary? 
694,Mary,,Who received the apple? 
695,milk,"Answer: The milk.

Question: What did Mary give to Fred?

Answer: The milk.",What did Mary give to Fred? 
696,milk,"Answer: The milk.

Question: What did Mary do with the milk?

Answer: She passed",What did Mary give to Fred? 
697,milk,"Answer: The milk.

Question: What did Mary do with the milk?

Answer: She passed",What did Mary give to Fred? 
698,Mary,"Answer: Mary



CHAPTER II


THE PIED PIPER",Who did Fred give the apple to? 
699,Fred,"Answer: Mary

""I'm not sure I do, either,"" said Rudolph, with a",Who received the apple? 
700,Bill,"Answer: Bill

Question: Who was the first to speak?

Answer: Sweater

Question",Who gave the apple to Fred? 
701,apple,"Answer: The apple

Question: What did Mary sell to Didlum?

Answer: The table",What did Bill give to Fred? 
702,Fred,"Answer: Fred

Question: Who did Fred give the apple to?

Answer: Bill

Question",Who did Bill give the apple to? 
703,Fred,"Answer: Bill

Question: What did Harry do for the Flint family?

Answer: He bought them",Who received the apple? 
704,Mary,"Answer: Fred gave the football to Mary.

Question: Who gave the football to Mary?

Answer",Who gave the football to Fred? 
705,Fred,"Answer: Mary handed the football to Fred.

Question: Who passed the football?

Answer: Fred",Who gave the football? 
706,football,"Answer: Fred gave Mary a football.

Question: What did Mary do with the football?

Answer",What did Fred give to Mary? 
707,Fred,"causes of dilatation of the stomach are operative in any one
  case.

  The symptoms",Who gave the football to Mary? 
708,Jeff,"Answer: Jeff received the apple.

Question: Who received the apple?

Answer: Jeff received the",Who received the apple? 
709,Jeff,"Answer: Jeff

Question: Who did Mary hand the football to?

Answer: Fred

Question",Who did Fred give the apple to? 
710,Jeff,"Answer: Jeff gave the apple to Bill.

of oats, and carried it to the stall. The mare",Who gave the apple to Bill? 
711,apple,"CHAPTER V

IN WHICH THE NAVIGATORS ARE COMPELLED TO ABANDON",What did Jeff give to Bill? 
712,Jeff,,Who gave the apple to Bill? 
713,Bill,"Answer: Bill.




/Chap. CCCLVII./--_Of the Judgment",Who received the apple? 
714,Bill,,Who gave the apple? 
715,apple,"Answer: Mary gave the apple to Fred.

Question: What did Mary travel to?

Answer:",What did Mary give to Fred? 
716,apple,"Answer: The apple.

Question: What did Mary do with the milk?

Answer: She discarded",What did Mary give to Fred? 
717,Fred,"Answer: Fred passed the apple to Bill.

Question: Who was the author of ""Curiosities of",Who gave the apple to Bill? 
718,Fred,"Answer: Fred

Question: Who did Mary give the apple to?

Answer: Bill

Question",Who did Bill give the apple to? 
719,Bill,"Answer: Bill.

Question: What did K. do when he saw Tillie?

Answer:",Who did Fred give the apple to? 
720,apple,"Answer: The apple.

Question: What did Sidney do after she read the note?

Answer:",What did Bill give to Jeff? 
721,Jeff,"Answer: Bill

Question: Who gave the apple?

Answer: Bill

Question: Who gave",Who gave the apple? 
722,milk,Answer: The apple.,What did Jeff give to Bill? 
723,milk,"""I don't know,"" said Jimmieboy. ""I don't know what it is, and I",What did Jeff give to Bill? 
724,Bill,"Answer: Jeff gave the milk to Bill.

Question: Who did Bill give the apple to?",Who did Jeff give the milk to? 
725,football,"Answer: The football.

Question: What did Jimmieboy do when he heard the hissing sound?",What did Mary give to Fred? 
726,football,"Answer: The football.

Question: What did Mary do with the football?

Answer: She handed",What did Fred give to Mary? 
727,football,"Answer: The football.

Question: What did Fred give to Mary?

Answer: The football.",What did Fred give to Mary? 
728,Mary,"Answer: Mary.

Question: Who gave the football to Mary?

Answer: Fred.",Who gave the football to Fred? 
729,Bill,"Answer: Jeff

Question: Who passed the milk to Jeff?

Answer: Mary

Question:",Who gave the milk to Jeff? 
730,Fred,"Answer: Bill gave the milk to Fred.

Question: What did Bill do with the milk?",Who did Bill give the milk to? 
731,Fred,"Answer: Bill gave the milk to Fred.

Question: What did Fred do with the milk?",Who did Bill give the milk to? 
732,Bill,,Who gave the milk to Fred? 
733,Fred,"Answer: Fred

Question: What did Fred do with the milk?

Answer: He passed it to",Who did Bill give the milk to? 
734,apple,"Answer: The apple.

Question: What did Fred do with the apple?

Answer: He passed",What did Mary give to Fred? 
735,Fred,"Context: ""Yes, ladies, here I am,"" said he with a beaming countenance. ""And",Who did Mary give the milk to? 
736,Mary,"Answer: Fred gave the milk to Mary.

Question: What did Fred do?

Answer: Fred",Who did Fred give the milk to? 
737,milk,,What did Fred give to Mary? 
738,Fred,Answer: Fred gave the football to Bill.,Who gave the football to Bill? 
739,football,"been made to the sale of the late Lord Egerton’s stud, but it should
be added that the",What did Fred give to Bill? 
740,Mary,,Who gave the milk to Fred? 
741,Fred,"Context: The captain now examined every portion of the cavern, to see if he
could discover anything that could account",Who received the milk? 
742,milk,"Answer: Mary gave Fred the football.

Question: What did Mary do with the football?

Answer",What did Mary give to Fred? 
743,football,"Answer: The football.

Question: What did Mary do with the football?

Answer: She gave",What did Mary give to Fred? 
744,football,"Context: Mary gave the football to Fred.

Context: Mary put down the football there.

Context",What did Mary give to Fred? 
745,Bill,"Answer: Fred gave the milk to Bill.

Question: What did Tom Ditamus do?

Answer",Who did Fred give the milk to? 
746,Bill,"Answer: Bill

Question: Who did Fred give the milk to?

Answer: Bill

Question",Who did Fred give the milk to? 
747,milk,"Answer: The milk.

Question: What did Fred give to Bill?

Answer: The milk.",What did Bill give to Mary? 
748,Bill,"Answer: Jeff

Question: What did Fred do to the horse?

Answer: He grabbed the apple",Who gave the milk to Mary? 
749,milk,"Answer: The milk.

Question: What did Fred do to Calhoun?

Answer: He",What did Mary give to Fred? 
750,Bill,Answer: Jeff,Who gave the apple to Jeff? 
751,Jeff,Answer: Jeff,Who did Bill give the apple to? 
752,apple,"Answer: The apple.

Question: What did Bill do with the apple?

Answer: He dropped",What did Jeff give to Bill? 
753,Bill,"Answer: Bill.

Question: What did Elaine do to the man who was holding her?

Answer",Who did Jeff give the football to? 
754,football,"Answer: The apple.

Question: What did Jeff give to Bill?

Answer: The football.",What did Bill give to Jeff? 
755,Fred,"Answer: Fred

Question: Who put the apple in the kitchen?

Answer: Fred

Question",Who gave the apple to Jeff? 
756,Jeff,"[Decoration]


III. _THE BURNING OF THE MERCHANT'S",Who did Fred give the apple to? 
757,Fred,[Decoration],Who gave the apple to Jeff? 
758,Fred,"Answer: Jeff


Question: Who put down the apple?

Answer: Fred


Question",Who gave the milk? 
759,Fred,"Answer: Jeff

Question: Who moved to the office?

Answer: Fred

Question: Who",Who gave the milk? 
760,apple,"Answer: The apple.

Question: What did Jeff give to Fred?

Answer: The apple.",What did Fred give to Jeff? 
761,Jeff,"Answer: Mary handed the apple to Jeff.

Question: What did Angeline do to her husband’s",Who did Mary give the apple to? 
762,Mary,"Answer: Mary handed the apple to Jeff.

Question: Who handed the apple to Jeff?

Answer",Who gave the apple? 
763,Mary,"Answer: Jeff handed the apple to Mary.

Question: What did Jeff do?

Answer: Jeff",Who gave the apple? 
764,Jeff,"Answer: Jeff.

[Footnote 329: The golden-haired.--Ver. He all",Who did Mary give the apple to? 
765,Fred,"Answer: Jimmy

Question: What did Jimmy do with the football?

Answer: He handed it to",Who received the football? 
766,football,"Context: CHAPTER XXII

""I'm not going to hold that thing,"" declared Jimmy, """,What did Fred give to Bill? 
767,football,"Answer: The football.

Question: What did Schermerhorn do when he heard the story?",What did Fred give to Bill? 
768,Bill,"Answer: Bill

Question: Who left the football?

Answer: Bill

Question: Who travelled",Who received the football? 
769,Jeff,"Answer: Jeff

Question: Who was the first to speak?

Answer: Peter

Question:",Who gave the football to Bill? 
770,Bill,"Answer: Bill handed the apple to Mary.

Question: What did the old woman say about the Sabine",Who gave the apple? 
771,Mary,"Answer: Mary

Question: What did Bill do to the apple?

Answer: He handed it to",Who did Bill give the apple to? 
772,apple,"Answer: She gave him an apple.

Question: What did Bill do with the apple?

Answer",What did Mary give to Bill? 
773,apple,"Answer: The apple.

Question: What did Alfred do when he saw Maggie?

Answer: He",What did Bill give to Mary? 
774,Bill,"Answer: Bill

Chapter XXXI

The next morning, Alfred, having been informed by the officer that",Who gave the apple to Mary? 
775,Mary,"Answer: Mary

Question: Who moved to the garden?

Answer: Bill

Question: Who",Who gave the milk? 
776,milk,"Answer: The milk.

Question: What did Fred do with the milk?

Answer: He discarded",What did Mary give to Fred? 
777,Fred,"Answer: Fred.

Question: What did Fred do with the apple?

Answer: He dropped it",Who did Bill give the apple to? 
778,apple,"Answer: The apple.

Question: What did Fred pass to Bill?

Answer: The apple.",What did Fred give to Bill? 
779,Bill,"Answer: Fred.

Question: Who gave the apple to Fred?

Answer: Bill.",Who received the apple? 
780,Mary,"Answer: Mary.

Question: Who gave the football?

Answer: Bill.

Question:",Who received the football? 
781,Mary,"Answer: Mary

Question: Who did Fred give the football to?

Answer: Mary

Question",Who did Bill give the football to? 
782,apple,Answer: apple,What did Jeff give to Mary? 
783,Mary,"Answer: Mary

Question: Who did Jeff hand the apple to?

Answer: Mary

Question",Who did Jeff give the apple to? 
784,apple,"Answer: The apple.

Question: What did Fred give to Mary?

Answer: The apple.",What did Mary give to Fred? 
785,milk,"Answer: The milk

Question: What did Fred hand to Mary?

Answer: The milk",What did Fred give to Mary? 
786,milk,"Answer:

Question: What did Chris do to Mary?

Answer:

Question: What did",What did Fred give to Mary? 
787,milk,"Answer: The milk.

Question: What did Jeff do?

Answer: He went to the bathroom",What did Fred give to Mary? 
788,milk,"Answer: The milk.

Context: ""I am not persecuting them for that."" ""No,""",What did Bill give to Mary? 
789,milk,"Answer: The milk.

------------------------------------------------------------------------

THE NEW YORK TIMES

_The World's Greatest",What did Bill give to Mary? 
790,apple,"Answer: The apple.

Question: What did Fred do with the apple?

Answer: He gave",What did Fred give to Mary? 
791,Fred,"Answer: Fred




CHAPTER XVIII.--THE LITTLE SHOP IS SOLD. “",Who gave the apple to Mary? 
792,Mary,"Answer: Jeff

Question: Who gave the apple?

Answer: Jeff

Question: Who gave",Who gave the apple? 
793,Mary,"Answer: Mary

Question: Who did Mary hand the apple to?

Answer: Jeff

Question",Who did Jeff give the apple to? 
794,Mary,"Answer: Mary

Question: Who received the apple?

Answer: Mary

Question: Who received",Who received the apple? 
795,apple,"Answer: The apple.

Question: What did Mary give to Bill?

Answer: The apple.",What did Mary give to Bill? 
796,Mary,"Answer: Bill.

Question: Who gave the apple to Bill?

Answer: Mary.",Who received the apple? 
797,apple,"Answer: The apple.

Question: What did Bill do with the apple?

Answer: He gave",What did Mary give to Bill? 
798,Mary,"Answer: Mary

Question: Who gave the apple to Mary?

Answer: Bill

Question:",Who gave the apple to Bill? 
799,apple,"Answer: The apple

Question: What did Lizbeth say to Virginia?

Answer: ""Come right",What did Mary give to Bill? 
800,Jeff,"Answer: Jeff

the house of all. The House of Commons is the house of the few; the",Who gave the football to Fred? 
801,football,"Answer: Jeff gave the football to Fred.

Question: What did Jeff grab?

Answer: Jeff",What did Jeff give to Fred? 
802,Jeff,"Answer: The man who was some distance away.

Question: Who was the man who was some distance away",Who gave the football to Fred? 
803,football,Answer: The football.,What did Mary give to Fred? 
804,Mary,"Answer: Fred

Question: Who gave the football to Mary?

Answer: Fred

Question:",Who received the football? 
805,Jeff,"Answer: Jeff handed the apple to Mary.

Question: Who was the leader of the party?",Who gave the apple? 
806,apple,"Answer: The apple

Question: What did Mary discard?

Answer: The milk

Question:",What did Jeff give to Mary? 
807,apple,"Answer: Jeff gave the apple to Mary.

Question: What did Mary do with the apple?",What did Jeff give to Mary? 
808,Jeff,"Answer: Jeff.

Question: Who left the apple?

Answer: Jeff.

Question:",Who received the milk? 
809,milk,"Answer:

Question: What did Fred give to Jeff?

Answer:

Question: What did",What did Jeff give to Fred? 
810,Mary,"Answer: Mary

Question: Who passed the football?

Answer: Jeff

Question: Who picked",Who gave the football? 
811,Jeff,"Context: Jeff gave the football to Mary.

Question: Who gave the football?

Context: Jeff",Who gave the football? 
812,Mary,"Answer: Jeff

Question: Who was the patient?

Answer: Mrs.

Question: Who",Who gave the football? 
813,Mary,"Context: ""That boy is worse, Mrs. Cameron, decidedly worse, and I wash my hands
of all",Who gave the football to Bill? 
814,Bill,Answer: Mary handed the football to Bill.,Who did Mary give the football to? 
815,milk,"Context: ""Bill took the milk there. She looks over her shoulder as she asks the question. Mary grabbed the",What did Bill give to Jeff? 
816,Jeff,"Answer: Jeff

Question: What did Ruby do?

Answer: She went to the fire",Who received the milk? 
817,Bill,"CHAPTER VIII. “THEY’RE ALL GONE!”

          “The sun is gone",Who gave the milk to Jeff? 
818,Bill,"Answer: Bill

Question: Who gave the milk to Bill?

Answer: Jeff

Question:",Who received the milk? 
819,milk,"Answer: The milk.

Question: What did Bill give to Fred?

Answer: The milk.",What did Fred give to Bill? 
820,football,"Answer: The football

Question: What did Mary do?

Answer: She picked up the apple",What did Fred give to Bill? 
821,Fred,"Answer: Fred

Question: What did Fred do with the football?

Answer: He passed it to",Who did Bill give the football to? 
822,football,,What did Bill give to Fred? 
823,apple,,What did Bill give to Mary? 
824,Mary,"Answer: Mary

Question: Who received the milk?

Answer: Fred

Question: Who received",Who received the apple? 
825,Bill,"Answer: Fred gave the milk to Bill.

Question: What did Fred do with the milk?",Who did Fred give the milk to? 
826,Bill,"Answer: Bill.

Question: What did Fred do with the milk?

Answer: He dropped it",Who did Fred give the milk to? 
827,milk,"Answer: The milk.

Question: What did Bill give to Fred?

Answer: The milk.",What did Fred give to Bill? 
828,Mary,"Answer: Mary handed the milk to Bill.

Question: Who gave the milk?

Answer: Mary",Who gave the milk? 
829,milk,"Answer: The milk.

Question: What did Bill give to Fred?

Answer: The milk.",What did Bill give to Fred? 
830,Bill,"Answer: Bill

Question: What did the girl do when she saw the thrush?

Answer:",Who gave the apple to Mary? 
831,Mary,"Answer: Bill picked up the apple there.

Question: Who did Fred give the football to?",Who did Bill give the apple to? 
832,Mary,Answer: Mary,Who did Bill give the apple to? 
833,Bill,"Answer: Mary

Context: The alteration of the road, greatly, it must
be owned, to the",Who gave the apple? 
834,apple,"Answer: The apple

Question: What did Fred get?

Answer: The football

Question:",What did Bill give to Mary? 
835,Mary,,Who did Bill give the football to? 
836,Mary,,Who gave the football to Fred? 
837,Fred,"Answer: Fred.

Question: Who did Fred give the football to?

Answer: Mary.",Who did Mary give the football to? 
838,Fred,"Answer: Mary.

Question: Who gave the football to Mary?

Answer: Fred.",Who gave the football to Bill? 
839,Bill,"Context: ""I don't know anything about this country, and I am sure I sha'n't",Who did Fred give the football to? 
840,Jeff,"Answer: Jeff

Question: Who received the apple?

Answer: Jeff

Question: Who received",Who received the apple? 
841,Jeff,"Answer: Jeff

Question: Who passed the apple?

Answer: Bill

Question: Who handed",Who gave the apple? 
842,Jeff,"Answer: Jeff

Question: Who travelled to the garden?

Answer: Bill

Question: Who",Who gave the apple? 
843,Mary,"Answer: Mary

Question: Who was the first to receive the apple?

Answer: Mary",Who received the apple? 
844,Mary,"Answer: Bill

Question: Who took the apple?

Answer: Bill

Question: Who gave",Who gave the apple? 
