,target,output,result,question
697,bathroom, The apple was in the bedroom before Mary picked it up.,0.0,Where was the apple before the bedroom? 
698,garden, The apple was in the kitchen.,0.0,Where was the apple before the bedroom? 
699,garden, The apple was in the kitchen.,0.0,Where was the apple before the bedroom? 
700,bedroom," Before the garden, the apple was in the orchard.",0.0,Where was the apple before the garden? 
701,bedroom," Before the garden, the apple was in the orchard.",0.0,Where was the apple before the garden? 
702,bedroom, The apple was in the garden.,0.0,Where was the apple before the garden? 
703,garden, The apple was in the room before it was in the hallway.,0.0,Where was the apple before the hallway? 
704,office, The apple was in the garden.,0.0,Where was the apple before the garden? 
705,hallway, The football was in the kitchen.,0.0,Where was the football before the kitchen? 
706,hallway," Before the kitchen, the football was in the hallway.",1.0,Where was the football before the kitchen? 
707,hallway, The football was in the hallway before the kitchen.,1.0,Where was the football before the kitchen? 
708,bathroom," Before moving to the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
709,bathroom," Before Sandra moved to the hallway, the milk was in the fridge.",0.0,Where was the milk before the hallway? 
710,bedroom, The football was in the kitchen before it was left there.,0.0,Where was the football before the kitchen? 
711,hallway," Before the bedroom, the apple was in the kitchen.",0.0,Where was the apple before the bedroom? 
712,hallway," Before the bedroom, the apple was in the kitchen.",0.0,Where was the apple before the bedroom? 
713,hallway, The football was in the bedroom before John moved to the bedroom.,0.0,Where was the football before the bedroom? 
714,hallway, The milk was in the office before the office.,0.0,Where was the milk before the office? 
715,hallway, The apple was in the bedroom before John left it there.,0.0,Where was the apple before the bedroom? 
716,hallway, The apple was in the kitchen.,0.0,Where was the apple before the bedroom? 
717,bedroom," Before the bathroom, the apple was in the hands of John.",0.0,Where was the apple before the bathroom? 
718,office, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
719,bathroom," Before the office, the milk was in the fridge.",0.0,Where was the milk before the office? 
720,hallway, The milk was in the fridge before it was dropped by Sandra.,0.0,Where was the milk before the garden? 
721,hallway, The milk was in the fridge before it was dropped by Sandra.,0.0,Where was the milk before the garden? 
722,hallway, The milk was in the fridge before it was dropped by Sandra.,0.0,Where was the milk before the garden? 
723,kitchen, The football was in the garden before the bedroom.,0.0,Where was the football before the bedroom? 
724,kitchen, The football was in the garden before the bedroom.,0.0,Where was the football before the bedroom? 
725,kitchen, The football was in the garden before the bedroom.,0.0,Where was the football before the bedroom? 
726,hallway, The football was in the living room before it was taken to the bathroom.,0.0,Where was the football before the bathroom? 
727,bathroom, The football was in the hallway.,0.0,Where was the football before the hallway? 
728,garden, The milk was in the kitchen before the hallway.,0.0,Where was the milk before the hallway? 
729,garden," Before the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
730,garden," Before the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
731,bedroom," Before the hallway, the football was in the room.",0.0,Where was the football before the hallway? 
732,bedroom," Before the hallway, the football was in the possession of John.",0.0,Where was the football before the hallway? 
733,bedroom, The milk was in the hallway before it was discarded.,0.0,Where was the milk before the hallway? 
734,bedroom," Before the hallway, the milk was in Daniel's hands.",0.0,Where was the milk before the hallway? 
735,bedroom, The milk was in the kitchen before John moved it to the hallway.,0.0,Where was the milk before the hallway? 
736,bedroom, The milk was in the kitchen before the hallway.,0.0,Where was the milk before the hallway? 
737,bedroom," Before the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
738,garden, The milk was in the office before Mary dropped it.,0.0,Where was the milk before the office? 
739,garden, The milk was in the fridge.,0.0,Where was the milk before the office? 
740,bedroom," Before the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
741,bedroom," Before the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
742,bathroom," Before the garden, the football was in the garden.",0.0,Where was the football before the garden? 
743,hallway, The milk was in the kitchen before it was moved to the bathroom.,0.0,Where was the milk before the bathroom? 
744,kitchen, The milk was in the fridge before the garden.,0.0,Where was the milk before the garden? 
745,kitchen," Before the bathroom, the football was outside.",0.0,Where was the football before the bathroom? 
746,kitchen," Before the bathroom, the football was outside.",0.0,Where was the football before the bathroom? 
747,bedroom, The apple was in the kitchen.,0.0,Where was the apple before the garden? 
748,garden," Before the hallway, the apple was in the room.",0.0,Where was the apple before the hallway? 
749,bedroom, The apple was in the garden.,0.0,Where was the apple before the garden? 
750,bedroom, The apple was in the garden.,0.0,Where was the apple before the garden? 
751,garden, The milk was in the office before John took it.,0.0,Where was the milk before the office? 
752,hallway," Before the garden, the milk was in the fridge.",0.0,Where was the milk before the garden? 
753,hallway, The milk was in the house before John grabbed it.,0.0,Where was the milk before the garden? 
754,kitchen, The football was in the office before it was picked up by Sandra.,0.0,Where was the football before the office? 
755,bathroom," Before the hallway, the football was in the living room.",0.0,Where was the football before the hallway? 
756,bathroom," Before the hallway, the football was in the living room.",0.0,Where was the football before the hallway? 
757,hallway, The milk was in the kitchen before the office.,0.0,Where was the milk before the office? 
758,office, Before it was in the kitchen.,0.0,Where was the milk before the bathroom? 
759,bedroom, The apple was in the garden before Mary grabbed it.,0.0,Where was the apple before the garden? 
760,kitchen, The apple was in the kitchen.,1.0,Where was the apple before the bedroom? 
761,garden, The apple was in the kitchen before John moved to the kitchen.,0.0,Where was the apple before the kitchen? 
762,bathroom," Before the hallway, the football was in the hands of either John or Sandra.",0.0,Where was the football before the hallway? 
763,bathroom, The football was in the garden.,0.0,Where was the football before the garden? 
764,garden, The football was in the living room before it was in the bedroom.,0.0,Where was the football before the bedroom? 
765,bathroom, The football was in the garden.,0.0,Where was the football before the garden? 
766,office," Before Mary went to the hallway, the football was in the living room.",0.0,Where was the football before the hallway? 
767,office, The football was in the hallway before Mary got it.,0.0,Where was the football before the hallway? 
768,garden, The milk was at the supermarket.,0.0,Where was the milk before the office? 
769,garden, The milk was in the fridge.,0.0,Where was the milk before the office? 
770,garden," Before the office, the milk was in the fridge.",0.0,Where was the milk before the office? 
771,garden," Before John moved the apple to the hallway, the apple was in the kitchen.",0.0,Where was the apple before the hallway? 
772,bathroom," Before the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
773,bathroom," Before the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
774,garden, The milk was in the kitchen.,0.0,Where was the milk before the kitchen? 
775,bedroom," Before the hallway, the football was at the park.",0.0,Where was the football before the hallway? 
776,garden, The milk was in the fridge before Mary took it from the hallway.,0.0,Where was the milk before the hallway? 
777,garden," Before the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
778,garden," Before the hallway, the milk was in the fridge.",0.0,Where was the milk before the hallway? 
779,garden, The milk was in the fridge before Mary took it.,0.0,Where was the milk before the hallway? 
780,bedroom, The milk was in the kitchen.,0.0,Where was the milk before the garden? 
781,office," Before the bedroom, the milk was in the kitchen.",0.0,Where was the milk before the bedroom? 
782,office," Before the bedroom, the milk was in the kitchen.",0.0,Where was the milk before the bedroom? 
783,bedroom," Before the office, the apple was in a tree.",0.0,Where was the apple before the office? 
784,bedroom," Before the office, the apple was in the orchard.",0.0,Where was the apple before the office? 
785,office, The apple was in the garden.,0.0,Where was the apple before the garden? 
786,office, The milk was in the fridge before the kitchen.,0.0,Where was the milk before the kitchen? 
787,hallway, The apple was in the bedroom.,0.0,Where was the apple before the bedroom? 
788,hallway, The apple was in the hallway before the bedroom.,1.0,Where was the apple before the bedroom? 
789,kitchen, The football was in the hallway.,0.0,Where was the football before the hallway? 
790,kitchen, The football was in the hallway before Mary grabbed it.,0.0,Where was the football before the hallway? 
791,hallway, The milk was in the fridge before it was taken to the garden.,0.0,Where was the milk before the garden? 
792,bathroom, The milk was in the bedroom before the garden.,0.0,Where was the milk before the garden? 
793,bedroom, The milk was in the bathroom.,0.0,Where was the milk before the bathroom? 
794,kitchen," Before Mary went back to the hallway, the milk was in the kitchen.",1.0,Where was the milk before the hallway? 
795,bathroom, The milk was in the office before the office.,0.0,Where was the milk before the office? 
796,garden, The milk was in the kitchen before it was discarded in the bathroom.,0.0,Where was the milk before the bathroom? 
797,bedroom," Before Mary traveled to the bathroom, the apple was left by Daniel.",0.0,Where was the apple before the bathroom? 
798,hallway, The football was in the kitchen.,0.0,Where was the football before the kitchen? 
799,hallway," Before the kitchen, the football was in the living room.",0.0,Where was the football before the kitchen? 
800,hallway," Before the kitchen, the football was in the living room.",0.0,Where was the football before the kitchen? 
801,garden, The football was in the living room before it was moved to the bedroom.,0.0,Where was the football before the bedroom? 
802,hallway," Before the bedroom, the apple was in the kitchen.",0.0,Where was the apple before the bedroom? 
803,garden, The apple was in the kitchen.,0.0,Where was the apple before the hallway? 
804,garden," Before the office, the milk was at Sandra's house.",0.0,Where was the milk before the office? 
805,bathroom," Before the bedroom, the milk was in the kitchen.",0.0,Where was the milk before the bedroom? 
806,bathroom, The apple was in the garden.,0.0,Where was the apple before the garden? 
807,garden, The apple was in Daniel's hand.,0.0,Where was the apple before the office? 
808,garden, The apple was in the office.,0.0,Where was the apple before the office? 
809,garden, The apple was in the office.,0.0,Where was the apple before the office? 
810,hallway, The apple was in the house.,0.0,Where was the apple before the garden? 
811,hallway," Before the kitchen, the football was in the living room.",0.0,Where was the football before the kitchen? 
812,hallway," Before the kitchen, the football was in the living room.",0.0,Where was the football before the kitchen? 
813,hallway, The football was in the kitchen.,0.0,Where was the football before the kitchen? 
814,kitchen," Before the hallway, the football was with Sandra.",0.0,Where was the football before the hallway? 
815,hallway, The football was in the kitchen.,0.0,Where was the football before the kitchen? 
816,kitchen," Before the garden, the milk was in the kitchen.",1.0,Where was the milk before the garden? 
817,hallway, The milk was in the bedroom before Mary dropped it in the bathroom.,0.0,Where was the milk before the bathroom? 
818,office, The football was in the hallway before Mary dropped it there.,0.0,Where was the football before the hallway? 
819,office," Before the hallway, the football was in Mary's hands.",0.0,Where was the football before the hallway? 
820,office," Before the hallway, the football was in Mary's hands.",0.0,Where was the football before the hallway? 
821,kitchen, The milk was in the kitchen before it was moved to the bathroom.,1.0,Where was the milk before the bathroom? 
822,kitchen, The milk was in the kitchen before it was moved to the bathroom.,1.0,Where was the milk before the bathroom? 
823,bathroom," Before the bedroom, the football was with Mary.",0.0,Where was the football before the bedroom? 
824,bathroom," Before the bedroom, the football was with Mary.",0.0,Where was the football before the bedroom? 
825,hallway, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
826,bathroom, The apple was in the kitchen.,0.0,Where was the apple before the hallway? 
827,bathroom," Before the hallway, the apple was in the room.",0.0,Where was the apple before the hallway? 
828,bathroom," Before the hallway, the apple was in the room.",0.0,Where was the apple before the hallway? 
829,bathroom, The apple was in the kitchen.,0.0,Where was the apple before the hallway? 
830,bathroom, The apple was in the kitchen.,0.0,Where was the apple before the hallway? 
831,hallway, The football was in the garden.,0.0,Where was the football before the garden? 
832,bathroom," Before the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
833,bathroom," Before Sandra grabbed the milk, the milk was in the fridge.",0.0,Where was the milk before the hallway? 
834,bathroom, Before it was in the kitchen.,0.0,Where was the milk before the hallway? 
835,hallway," Before the kitchen, the milk was at the store.",0.0,Where was the milk before the kitchen? 
836,hallway, The milk was in the kitchen before it was picked up by Mary.,0.0,Where was the milk before the kitchen? 
837,bathroom, The football was at the office.,0.0,Where was the football before the office? 
838,bedroom, Mary went to the bathroom.,0.0,Where was the football before the bathroom? 
839,bedroom, The football was in the office before it was dropped.,0.0,Where was the football before the office? 
840,hallway, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
841,hallway, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
842,hallway, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
843,bedroom," Before the office, the apple was in the orchard.",0.0,Where was the apple before the office? 
844,hallway, There is not enough information to answer this question.,0.0,Where was the apple before the bedroom? 
845,hallway, The football was in the bedroom before Big L Sandra left the football.,0.0,Where was the football before the bedroom? 
846,bedroom, The milk was in the kitchen before it was moved to the bathroom.,0.0,Where was the milk before the bathroom? 
847,hallway, The football was in the bedroom before the journey.,0.0,Where was the football before the bedroom? 
848,kitchen, The milk was in the kitchen before it was moved to the bathroom.,1.0,Where was the milk before the bathroom? 
849,office," Before the bathroom, the football was with Sandra.",0.0,Where was the football before the bathroom? 
850,office, The football was in the kitchen before it was discarded.,0.0,Where was the football before the kitchen? 
851,bedroom, The apple was in Mary's hand before it was discarded by Daniel in the office.,0.0,Where was the apple before the office? 
852,bedroom, The apple was on Avon's banks before it was discarded in the office.,0.0,Where was the apple before the office? 
853,bathroom, The milk was in the kitchen before it was in the bedroom.,0.0,Where was the milk before the bedroom? 
854,hallway, The football was in the garden.,0.0,Where was the football before the garden? 
855,garden, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
856,kitchen, The football was in the garden before John left it.,0.0,Where was the football before the garden? 
857,bedroom, The football was in the office.,0.0,Where was the football before the office? 
858,garden, The football was in the bedroom before John left it there.,0.0,Where was the football before the bedroom? 
859,hallway," Before the kitchen, the football was outside.",0.0,Where was the football before the kitchen? 
860,hallway, The football was in the kitchen before John took it.,0.0,Where was the football before the kitchen? 
861,hallway," Before the kitchen, the football was with John.",0.0,Where was the football before the kitchen? 
