Unnamed: 0,target,output,question
783,bathroom,Answer: The most recent location of John is bathroom.,Where is John? 
784,hallway,,Where is Sandra? 
785,office,Answer: The most recent location of John is office.,Where is John? 
786,office,"Example:
Judith went to the kitchen. John went to the office. John went to the bathroom",Where is John? 
787,hallway,,Where is Mary? 
788,hallway,"Answer: The most recent location of Mary is hallway.


Example:
Sandra went to the garden",Where is Mary? 
789,garden,"Example:
Daniel went to the office. Daniel went to the bathroom. Daniel went to the office. Daniel",Where is Sandra? 
790,garden,,Where is Sandra? 
791,garden,"Example:
Sandra went to the bathroom. Sandra went to the office. Sandra went to the garden.",Where is Sandra? 
792,garden,"Example:
Sandra went to the office. Sandra went to the garden. Sandra went to the bathroom.",Where is Sandra? 
793,office,Answer: The most recent location of John is office.,Where is John? 
794,garden,Answer: The most recent location of Mary is garden.,Where is Mary? 
795,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
796,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
797,office,Answer: The most recent location of Mary is office.,Where is Mary? 
798,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
799,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
800,hallway,Answer: The most recent location of Sandra is hallway.,Where is Sandra? 
801,bathroom,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
802,office,"Example:
Sandra went to the bathroom. Daniel went to the garden. Mary went to the bedroom.",Where is Mary? 
803,bedroom,Answer: The most recent location of Sandra is bedroom.,Where is Sandra? 
804,office,"Example:
Daniel went to the bathroom. Sandra went to the bedroom. Daniel went back to the bathroom.",Where is Mary? 
805,garden,Answer: The most recent location of John is garden.,Where is John? 
806,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
807,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
808,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
809,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
810,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
811,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
812,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
813,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
814,hallway,Answer: The most recent location of Mary is hallway.,Where is Mary? 
815,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
816,office,"Example:
Daniel went to the bathroom. Mary went to the office. Daniel travelled to the bathroom. And",Where is Mary? 
817,kitchen,Answer: The most recent location of Daniel is office.,Where is Daniel? 
818,garden,Answer: The most recent location of John is garden.,Where is John? 
819,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
820,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
821,garden,,Where is Sandra? 
822,bathroom,,Where is Daniel? 
823,hallway,Answer: The most recent location of John is hallway.,Where is John? 
824,bathroom,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
825,office,,Where is Sandra? 
826,bathroom,bathroom.,Where is Mary? 
827,bedroom,Answer: The most recent location of Mary is bedroom.,Where is Mary? 
828,bathroom,bathroom,Where is Mary? 
829,kitchen,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
830,garden,Answer: The most recent location of Mary is garden.,Where is Mary? 
831,bathroom,"Example:
Daniel went to the bedroom. Sandra went to the kitchen. Mary went to the garden. went",Where is Sandra? 
832,garden,Answer: The most recent location of Mary is garden.,Where is Mary? 
833,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
834,bedroom,Answer: The most recent location of Mary is bedroom.,Where is Mary? 
835,bathroom,"Example:
Daniel went to the hallway. The masters were therefore
on my orders summoned again before the meeting",Where is John? 
836,bathroom,Answer: The most recent location of John is bathroom.,Where is John? 
837,bathroom,,Where is Daniel? 
838,office,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
839,hallway,"Example:
Daniel went to the bathroom. Sandra went to the office. Daniel went to the garden. Sandra",Where is Sandra? 
840,garden,"Example:
Alan went to the kitchen. Sandra went to the bathroom. Alan went to the bathroom.",Where is Sandra? 
841,garden,"Example:
Mary went to the bathroom. Sandra journeyed to the garden. Mary went to the garden.",Where is Sandra? 
842,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
843,kitchen,Answer: The most recent location of John is kitchen.,Where is John? 
844,kitchen,Answer: The most recent location of John is kitchen.,Where is John? 
845,bedroom,Answer: The most recent location of Sandra is bedroom.,Where is Sandra? 
846,bedroom,Answer: The most recent location of John is office.,Where is John? 
847,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
848,garden,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
849,office,"Example:
Daniel went to the bathroom. Sandra went to the kitchen. Daniel went to the hallway. Sandra",Where is John? 
850,bedroom,Answer: The most recent location of Daniel is bedroom.,Where is Daniel? 
851,hallway,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
852,bathroom,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
853,bedroom,"Example:
Daniel went to the bathroom. Daniel went to the hallway. Daniel travelled to the bathroom. """,Where is Daniel? 
854,bedroom,Answer: The most recent location of Mary is bedroom.,Where is Mary? 
855,bedroom,Answer: The most recent location of Daniel is bedroom.,Where is Daniel? 
856,bedroom,,Where is Daniel? 
857,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
858,kitchen,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
859,office,Answer: The most recent location of Mary is office.,Where is Mary? 
860,bathroom,"Answer: The most recent location of Mary is bathroom.


Example:
Daniel went to the bathroom.",Where is Mary? 
861,garden,,Where is Mary? 
862,office,"Example:
Daniel went to the bathroom. Mary went to the bathroom. Daniel went to the office. Mary",Where is Mary? 
863,kitchen,"Example:
Alan went to the bathroom. Daniel went to the office. Alan went to the kitchen.",Where is Mary? 
864,hallway,Answer: The most recent location of Mary is hallway.,Where is Mary? 
865,garden,"Example:
Sandra went to the hallway. It is also asked, do not the Prime Ministers make",Where is Sandra? 
866,bedroom,Answer: The most recent location of Mary is bedroom.,Where is Mary? 
867,bedroom,Answer: The most recent location of Mary is bedroom.,Where is Mary? 
868,kitchen,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
869,hallway,Answer: The most recent location of John is kitchen.,Where is John? 
870,bedroom,Answer: The most recent location of Mary is bedroom.,Where is Mary? 
871,garden,"Example:
""I'm going to the kitchen,"" said the man. ""I'm going",Where is John? 
872,hallway,Answer: The most recent location of John is kitchen.,Where is John? 
873,hallway,"Example:
Alan went to the kitchen. Daniel went to the office. Alan went to the bathroom.",Where is John? 
874,garden,Answer: The most recent location of Mary is garden.,Where is Mary? 
875,garden,Answer: The most recent location of John is garden.,Where is John? 
876,garden,"Example:
Sandra went to the bathroom. Sandra went back to the kitchen. Sandra went to the bathroom",Where is John? 
877,kitchen,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
878,hallway,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
879,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
880,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
881,hallway,"Example:
Alan went to the office. Daniel went to the kitchen. Alan went to the office.",Where is Daniel? 
882,office,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
883,office,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
884,hallway,Answer: The most recent location of John is garden.,Where is John? 
885,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
886,bedroom,Answer: The most recent location of Daniel is bedroom.,Where is Daniel? 
887,hallway,,Where is Daniel? 
888,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
889,bedroom,"Example:
Daniel went to the office. Daniel went to the bedroom. Daniel went back to the office.",Where is Daniel? 
890,garden,Answer: The most recent location of John is garden.,Where is John? 
891,office,,Where is John? 
892,garden,"Example:
Alan went to the kitchen. Sandra went to the office. Alan went to the garden.",Where is John? 
893,hallway,Answer: The most recent location of Mary is hallway.,Where is Mary? 
894,office,"Example:
Daniel went to the kitchen. Sandra went to the bathroom. Daniel went back to the kitchen.",Where is John? 
895,office,Answer: The most recent location of John is office.,Where is John? 
896,garden,,Where is Sandra? 
897,hallway,Answer: The most recent location of Sandra is hallway.,Where is Sandra? 
898,garden,Answer: The most recent location of John is garden.,Where is John? 
899,office,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
900,bathroom,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
901,bathroom,Answer: The most recent location of Daniel is office.,Where is Daniel? 
902,garden,Answer: The most recent location of John is garden.,Where is John? 
903,office,Answer: The most recent location of Mary is office.,Where is Mary? 
904,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
905,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
906,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
907,kitchen,"Answer: The most recent location of Sandra is kitchen.





End of the Project Guten",Where is Sandra? 
908,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
909,office,Answer: The most recent location of Mary is office.,Where is Mary? 
910,bedroom,"Example:
Daniel went to the kitchen. Daniel went to the bathroom. Daniel went to the office. Daniel",Where is Daniel? 
911,bedroom,"Example:
Mary went to the office. John went to the office. John went to the kitchen. Mary",Where is Mary? 
912,office,,Where is John? 
913,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
914,garden,Answer: The most recent location of Mary is garden.,Where is Mary? 
915,kitchen,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
916,hallway,Answer: The most recent location of Sandra is hallway.,Where is Sandra? 
917,garden,Answer: The most recent location of Mary is garden.,Where is Mary? 
918,garden,Answer: The most recent location of Mary is garden.,Where is Mary? 
919,bedroom,Answer: The most recent location of Daniel is bedroom.,Where is Daniel? 
920,bathroom,bathroom.,Where is Daniel? 
921,hallway,"Example:
Daniel went to the bathroom. Mary went to the kitchen. Daniel went to the hallway. Mary",Where is Mary? 
922,hallway,hallway,Where is Daniel? 
923,kitchen,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
924,bedroom,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
925,bathroom,Answer: The most recent location of Mary is bathroom.,Where is Mary? 
926,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
927,kitchen,"Example:
Judith went to the bathroom. Daniel went to the office. Daniel went to the garden",Where is Daniel? 
928,office,"Example:
“I guess the time
will come, before long, when you’ll be glad to",Where is Daniel? 
929,bathroom,"Example:
“I’m going to the kitchen,” said the boy. “I’m going",Where is Mary? 
930,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
931,office,"Example:
Alan went to the office. Alan went to the bathroom. Alan went to the kitchen",Where is Daniel? 
932,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
933,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
934,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
935,hallway,Answer: The most recent location of John is hallway.,Where is John? 
936,hallway,,Where is John? 
937,garden,"Example:
Daniel went to the bathroom. Daniel went to the garden. Daniel went to the bathroom.",Where is Daniel? 
938,bedroom,,Where is Sandra? 
939,bedroom,,Where is Sandra? 
940,bedroom,,Where is John? 
941,office,,Where is Daniel? 
942,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
943,kitchen,Answer: The most recent location of John is kitchen.,Where is John? 
944,hallway,"Example:
Sandra went to the bathroom. Daniel went to the hallway. Sandra went to the office.",Where is Daniel? 
945,office,"Example:
Sandra went back to the office. Sandra went to the kitchen. Sandra went to the office",Where is Sandra? 
946,bathroom,Answer: The most recent location of Mary is bathroom.,Where is Mary? 
947,bathroom,,Where is Sandra? 
948,kitchen,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
949,bedroom,Answer: The most recent location of Daniel is bedroom.,Where is Daniel? 
950,hallway,Answer: The most recent location of John is hallway.,Where is John? 
951,kitchen,Answer: The most recent location of John is kitchen.,Where is John? 
952,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
953,kitchen,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
954,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
955,office,,Where is John? 
956,kitchen,"Example:
Daniel went to the bathroom.
Answer: The most recent location of Daniel is bathroom.",Where is John? 
957,garden,"Example:
Daniel went to the bathroom. Mary went to the bathroom. Daniel went to the bedroom. Mary",Where is Sandra? 
958,kitchen,"Example:
Daniel went to the bathroom. Daniel went to the bedroom. Daniel went to the bathroom. Daniel",Where is Sandra? 
959,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
960,hallway,"Answer: The most recent location of Mary is hallway.


Example:
Mary went to the bathroom.",Where is Mary? 
961,bathroom,The most recent location of Daniel is bathroom.,Where is Daniel? 
962,bathroom,Answer: The most recent location of John is bathroom.,Where is John? 
963,bedroom,Answer: The most recent location of Mary is office.,Where is Mary? 
964,garden,,Where is Mary? 
965,garden,"Example:
Alan went to the kitchen. Daniel went to the office. Alan went to the garden.",Where is Daniel? 
966,bathroom,Answer: The most recent location of Mary is bathroom.,Where is Mary? 
967,bathroom,balcony.,Where is Daniel? 
968,hallway,Answer: The most recent location of Mary is hallway.,Where is Mary? 
969,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
970,bathroom,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
971,kitchen,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
972,bathroom,,Where is Sandra? 
973,hallway,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
974,hallway,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
975,bedroom,Answer: The most recent location of Daniel is bedroom.,Where is Daniel? 
976,office,Answer: The most recent location of John is office.,Where is John? 
977,office,Answer: The most recent location of John is office.,Where is John? 
978,bedroom,Answer: The most recent location of Mary is garden.,Where is Mary? 
979,hallway,,Where is Sandra? 
980,kitchen,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
981,bathroom,Answer: The most recent location of Mary is bathroom.,Where is Mary? 
982,bedroom,,Where is Sandra? 
983,office,"Example:
Daniel went to the garden. Sandra went back to the bedroom. John went to the bathroom.",Where is Sandra? 
984,garden,"Example:
Daniel went to the bathroom. Sandra went to the office. Daniel went to the garden. Sandra went",Where is Mary? 
985,garden,"Answer: The most recent location of Sandra is garden.


Example:
Sandra went to the kitchen",Where is Sandra? 
986,garden,,Where is Sandra? 
987,office,Answer: The most recent location of Mary is office.,Where is Mary? 
988,bathroom,Answer: The most recent location of John is bathroom.,Where is John? 
989,bathroom,Answer: The most recent location of John is bathroom.,Where is John? 
990,garden,,Where is Sandra? 
991,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
992,garden,Answer: The most recent location of John is garden.,Where is John? 
993,garden,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
994,garden,Answer: The most recent location of Mary is garden.,Where is Mary? 
995,kitchen,Answer: The most recent location of John is kitchen.,Where is John? 
996,hallway,"Answer: The most recent location of Sandra is kitchen.


Example:
Alan went to the kitchen",Where is Sandra? 
997,office,"Answer: The most recent location of Sandra is kitchen.


Example:
Alan went to the office",Where is Sandra? 
998,bathroom,"Example:

    A.

    B.

    C.

    D.",Where is Sandra? 
999,bedroom,Answer: The most recent location of John is kitchen.,Where is John? 
